,tanggal,stasiun,pm10,pm25,so2,co,o3,no2,max,critical
95,2021-12-03,DKI4 (Lubang Buaya),41,71,39,7,23,15,71,PM25
96,2021-12-04,DKI4 (Lubang Buaya),42,62,39,8,14,15,62,PM25
97,2021-12-05,DKI4 (Lubang Buaya),53,80,39,17,13,15,80,PM25
98,2021-12-06,DKI4 (Lubang Buaya),52,83,41,20,23,19,83,PM25
99,2021-12-07,DKI4 (Lubang Buaya),179,58,39,9,17,15,179,PM10
100,2021-12-08,DKI4 (Lubang Buaya),47,76,40,14,25,14,76,PM25
101,2021-12-09,DKI4 (Lubang Buaya),38,63,40,9,28,19,63,PM25
102,2021-12-10,DKI4 (Lubang Buaya),45,73,42,10,24,19,73,PM25
103,2021-12-11,DKI4 (Lubang Buaya),32,60,39,7,22,17,60,PM25
104,2021-12-12,DKI4 (Lubang Buaya),48,48,48,11,48,48,0, 
105,2021-12-13,DKI4 (Lubang Buaya),48,48,48,11,48,48,0, 
106,2021-12-14,DKI4 (Lubang Buaya),50,76,40,7,28,14,76,PM25
107,2021-12-15,DKI4 (Lubang Buaya),69,124,40,15,29,23,124,PM25
108,2021-12-16,DKI4 (Lubang Buaya),78,136,41,14,32,18,136,PM25
109,2021-12-17,DKI4 (Lubang Buaya),55,81,39,13,34,17,81,PM25
110,2021-12-18,DKI4 (Lubang Buaya),48,69,42,13,24,17,69,PM25
111,2021-12-19,DKI4 (Lubang Buaya),64,102,41,21,40,22,102,PM25
112,2021-12-20,DKI4 (Lubang Buaya),57,86,42,10,30,16,86,PM25
113,2021-12-21,DKI4 (Lubang Buaya),62,48,42,17,13,27,62,PM10
114,2021-12-22,DKI4 (Lubang Buaya),62,98,27,22,48,34,98,PM25
115,2021-12-23,DKI4 (Lubang Buaya),62,99,26,13,48,26,99,PM25
116,2021-12-24,DKI4 (Lubang Buaya),34,65,48,11,48,48,65,PM25
117,2021-12-25,DKI4 (Lubang Buaya),56,85,15,23,48,48,85,PM25
118,2021-12-26,DKI4 (Lubang Buaya),44,71,13,14,48,8,71,PM25
119,2021-12-27,DKI4 (Lubang Buaya),68,121,17,21,48,12,121,PM25
120,2021-12-28,DKI4 (Lubang Buaya),59,89,38,15,48,22,89,PM25
121,2021-12-29,DKI4 (Lubang Buaya),61,98,37,15,48,19,98,PM25
122,2021-12-30,DKI4 (Lubang Buaya),60,102,38,17,48,21,102,PM25
123,2021-12-31,DKI4 (Lubang Buaya),58,90,36,21,48,22,90,PM25
